Date,Temperature,Rainfall,Humidity,Water_Consumption,Reservoir_Level,Groundwater_Level,Pressure,Flow_Rate,Leakage_Status,Water_Shortage_Risk
2024-11-23,43.3,43.8,65,8574,55,34.7,70.7,73.8,No,Medium
2024-11-24,33.4,103.9,76,7640,29,27.5,76.1,81.0,No,Medium
2024-11-25,22.8,224.2,61,2663,38,28.7,20.4,82.4,Yes,Low
2024-11-26,44.9,46.4,35,8432,70,39.4,43.9,85.9,No,Medium
2024-11-27,20.3,235.9,32,8768,57,13.4,71.4,48.7,No,Low
2024-11-28,36.8,152.3,87,2166,57,30.1,66.5,119.8,No,Medium
2024-11-29,36.6,37.3,32,7945,82,25.4,24.5,55.3,Yes,Medium
2024-11-30,26.2,60.8,52,7471,90,34.7,35.6,73.6,No,Medium
2024-12-01,24.5,200.1,82,3210,42,11.6,36.1,65.7,No,Low
2024-12-02,35.9,54.7,45,4646,24,18.9,59.9,118.7,No,Low
2024-12-03,18.8,115.0,84,5579,48,23.9,43.2,62.8,No,Low
2024-12-04,20.6,157.6,53,3096,29,34.9,39.7,63.3,No,Medium
2024-12-05,36.4,103.7,78,8459,91,36.9,73.8,56.8,No,Medium
2024-12-06,25.7,49.7,39,3226,65,12.3,30.1,65.0,Yes,Low
2024-12-07,26.1,41.0,84,4092,49,16.4,58.4,97.2,No,Low
2024-12-08,23.1,51.5,36,8012,63,36.9,66.4,115.0,No,Medium
2024-12-09,25.0,6.1,90,6751,20,32.6,67.4,99.0,No,Medium
2024-12-10,29.8,7.3,61,4696,76,38.3,53.7,99.6,No,Medium
2024-12-11,43.5,184.2,82,5657,88,34.6,48.9,40.4,Yes,Medium
2024-12-12,36.1,31.0,39,3760,90,12.3,45.4,106.9,No,Low
2024-12-13,20.2,110.2,83,8848,87,32.4,74.2,45.9,No,Medium
2024-12-14,39.5,16.2,38,6608,27,9.3,51.8,119.3,No,Medium
2024-12-15,23.4,19.2,47,4631,83,16.1,37.3,82.2,No,Low
2024-12-16,40.3,68.3,84,6943,83,17.6,68.2,106.0,No,Low
2024-12-17,27.7,89.5,57,7854,79,25.8,64.3,82.1,No,Low
2024-12-18,22.1,11.8,44,2781,89,9.5,62.8,105.8,No,Low
2024-12-19,32.4,199.5,62,6170,43,30.3,48.6,118.5,No,Low
2024-12-20,24.2,29.4,67,7447,44,13.8,45.0,94.6,No,Medium
2024-12-21,40.4,179.2,56,5970,37,10.7,66.2,66.4,No,Low
2024-12-22,34.4,126.1,73,8826,71,36.2,51.5,69.0,No,Medium
2024-12-23,39.5,125.5,36,1680,99,32.2,68.9,96.2,No,Medium
2024-12-24,38.1,226.5,71,6378,62,26.6,59.4,111.7,No,Low
2024-12-25,20.5,107.1,88,8080,72,31.8,58.7,55.6,No,Medium
2024-12-26,42.0,212.3,70,1785,50,13.8,37.2,81.8,No,Low
2024-12-27,19.4,32.0,79,7544,91,33.9,20.3,101.8,Yes,Medium
2024-12-28,25.4,30.6,40,2076,27,9.9,40.6,38.8,Yes,Low
2024-12-29,36.0,18.1,88,2503,47,23.2,40.4,69.1,No,Low
2024-12-30,36.7,3.8,50,5822,45,30.6,54.3,38.9,Yes,Medium
2024-12-31,23.4,21.4,94,6980,77,7.0,53.7,95.3,No,Low
2025-01-01,21.3,170.1,51,3903,96,20.2,67.1,92.8,No,Low
2025-01-02,22.9,99.4,67,2953,59,18.5,65.4,44.0,Yes,Low
2025-01-03,39.5,48.4,34,7352,83,8.5,75.4,76.6,No,Medium
2025-01-04,40.1,101.9,30,8081,21,26.3,77.4,109.4,No,Medium
2025-01-05,35.2,27.3,35,7025,58,22.1,22.1,82.4,Yes,Medium
2025-01-06,23.0,163.2,73,6002,34,37.0,47.8,113.7,No,Medium
2025-01-07,26.3,65.6,56,6163,36,30.9,41.9,111.3,No,Low
2025-01-08,35.1,166.6,76,7617,78,24.4,44.1,69.7,No,Low
2025-01-09,20.9,37.6,51,5424,46,33.8,56.3,116.0,No,Low
2025-01-10,21.5,85.5,44,4837,29,30.9,24.5,101.9,Yes,Medium
2025-01-11,41.7,70.6,72,6397,87,10.7,39.7,110.7,No,Low
2025-01-12,38.3,114.1,42,2402,27,33.3,20.1,80.6,Yes,Medium
2025-01-13,21.1,70.9,61,6828,75,10.5,48.2,79.4,No,Low
2025-01-14,40.7,69.1,90,6322,81,16.2,68.9,62.2,No,Low
2025-01-15,25.3,233.4,39,5702,46,30.1,29.2,68.0,Yes,Low
2025-01-16,33.9,126.1,55,1766,41,39.3,26.8,115.9,Yes,Low
2025-01-17,43.0,14.9,40,6408,98,5.6,37.7,61.5,No,Medium
2025-01-18,31.3,25.7,63,7099,51,23.9,79.1,114.6,No,Medium
2025-01-19,40.6,225.4,80,8571,42,18.6,24.1,117.6,Yes,Medium
2025-01-20,26.2,91.2,94,7164,39,35.6,75.5,93.3,No,Medium
2025-01-21,41.3,191.0,41,3102,67,25.5,51.8,105.7,No,Low
2025-01-22,22.6,61.7,86,3460,33,29.3,22.7,111.5,Yes,Low
2025-01-23,45.0,217.8,84,7956,97,19.5,49.9,112.9,No,Medium
2025-01-24,28.7,216.3,70,6424,62,24.4,48.3,110.8,No,Low
2025-01-25,18.1,240.4,68,2298,91,6.7,75.9,77.4,No,Low
2025-01-26,21.7,134.1,76,7906,93,33.7,44.7,56.7,No,Medium
2025-01-27,34.5,170.1,89,8659,82,29.9,73.4,78.6,No,Low
2025-01-28,25.3,139.8,70,5386,84,33.5,72.4,32.4,Yes,Low
2025-01-29,30.8,45.2,56,5342,99,7.4,47.4,74.6,No,Low
2025-01-30,34.4,65.9,50,6016,30,29.5,71.8,47.8,No,Low
2025-01-31,40.1,20.8,65,3462,24,38.7,43.4,45.3,No,High
2025-02-01,39.8,134.5,82,8812,63,24.9,67.1,40.9,Yes,Medium
2025-02-02,29.0,8.6,84,5332,61,22.6,41.8,81.0,No,Low
2025-02-03,27.2,220.3,93,2269,78,32.7,23.6,119.4,Yes,Low
2025-02-04,39.8,86.7,87,7545,59,26.1,57.6,42.8,Yes,Medium
2025-02-05,18.5,167.6,93,5872,45,6.6,61.1,98.5,No,Low
2025-02-06,36.5,102.3,32,3381,73,13.5,28.0,35.1,Yes,Low
2025-02-07,27.3,169.4,92,1983,87,39.4,61.4,55.4,No,Low
2025-02-08,25.8,227.0,54,3171,59,14.0,44.4,80.6,No,Low
2025-02-09,30.0,38.0,75,2933,32,24.8,62.9,99.3,No,Low
2025-02-10,21.8,33.9,71,7989,68,25.6,75.4,63.0,No,Low
2025-02-11,40.8,189.8,43,4713,63,17.7,72.7,64.7,No,Low
2025-02-12,30.9,176.1,40,7861,95,15.8,73.3,78.7,No,Low
2025-02-13,37.5,114.1,52,1522,65,37.5,43.6,66.6,No,Medium
2025-02-14,39.1,160.0,88,3251,39,32.1,74.3,95.3,No,Medium
2025-02-15,21.1,223.4,32,3841,39,37.5,43.3,101.7,No,Low
2025-02-16,19.1,12.3,38,3278,79,20.0,57.4,115.2,No,Low
2025-02-17,38.9,104.4,83,8057,96,21.6,21.5,56.4,Yes,Medium
2025-02-18,21.9,83.1,56,7398,29,33.5,65.1,111.7,No,Medium
2025-02-19,28.0,131.9,87,8142,48,9.5,63.5,112.8,No,Low
2025-02-20,20.1,169.4,30,7048,27,12.4,41.9,54.9,No,Medium
2025-02-21,38.9,222.7,70,8112,61,37.9,62.9,95.0,No,Medium
2025-02-22,19.5,102.8,53,7650,27,14.3,59.0,79.3,No,Medium
2025-02-23,23.7,249.6,86,3681,44,21.5,59.6,54.0,No,Low
2025-02-24,24.0,164.2,63,8745,68,29.1,67.2,73.8,No,Low
2025-02-25,18.7,237.7,59,8654,49,29.3,41.0,113.7,No,Low
2025-02-26,20.4,235.6,32,3683,42,21.2,32.5,34.0,Yes,Low
2025-02-27,42.5,61.8,76,6952,96,21.5,38.0,85.5,No,Low
2025-02-28,36.8,157.7,94,6696,80,11.5,64.6,30.2,Yes,Low
2025-03-01,27.0,159.6,77,1742,85,34.0,33.2,70.0,Yes,Low
2025-03-02,18.8,145.3,81,7017,44,22.9,31.4,49.5,Yes,Low
2025-03-03,26.7,46.7,74,2245,29,14.6,34.7,34.5,Yes,Low
2025-03-04,20.0,208.5,76,5373,94,17.2,78.9,36.6,Yes,Low
2025-03-05,31.2,74.7,78,4697,71,13.6,58.8,86.4,No,Low
2025-03-06,30.5,114.5,33,1884,78,26.2,35.0,101.0,No,Low
2025-03-07,30.6,96.3,30,7692,74,27.3,36.7,59.4,No,Low
2025-03-08,25.4,13.1,34,7701,86,18.6,63.9,107.5,No,Medium
2025-03-09,20.6,94.5,59,3909,20,12.8,68.8,52.2,No,Low
2025-03-10,35.8,165.2,87,5058,84,29.6,29.2,48.8,Yes,Low
2025-03-11,38.5,47.9,74,7883,25,16.7,22.9,105.5,Yes,Medium
2025-03-12,21.0,195.4,75,4751,71,39.3,71.4,66.3,No,Low
2025-03-13,28.0,178.4,56,2840,26,32.9,25.3,55.6,Yes,Medium
2025-03-14,30.9,14.7,32,5811,25,5.3,53.7,51.2,No,Medium
2025-03-15,18.3,54.4,71,7382,58,24.9,73.5,107.0,No,Low
2025-03-16,26.4,129.2,31,3591,75,5.9,79.6,38.5,Yes,Low
2025-03-17,34.9,236.6,30,5119,98,38.9,22.1,96.2,Yes,Low
2025-03-18,43.9,30.0,76,2536,22,33.7,69.7,119.3,No,Medium
2025-03-19,29.7,155.8,93,4384,47,24.1,33.7,48.0,Yes,Low
2025-03-20,19.5,165.6,40,8290,34,7.6,67.3,35.8,Yes,Medium
2025-03-21,38.7,116.8,52,6066,71,22.2,36.0,59.6,No,Low
2025-03-22,25.3,220.6,44,5184,33,33.3,62.4,78.6,No,Medium
2025-03-23,19.5,126.0,94,5177,56,19.2,67.1,87.5,No,Low
2025-03-24,25.9,14.2,73,1839,32,11.0,23.1,76.3,Yes,Medium
2025-03-25,27.5,121.2,53,7484,36,18.5,34.0,80.8,Yes,Low
2025-03-26,22.8,170.4,40,4474,76,27.7,52.6,89.0,No,Low
2025-03-27,42.9,128.1,83,6086,50,9.4,57.1,39.6,Yes,Low
2025-03-28,25.3,80.8,94,3446,39,28.8,78.3,112.3,No,Low
2025-03-29,37.5,167.5,76,3450,48,35.8,27.8,58.2,Yes,Medium
2025-03-30,27.0,244.4,69,4092,48,23.4,35.3,83.0,No,Low
2025-03-31,18.1,88.8,40,3840,55,13.9,51.6,72.9,No,Low
2025-04-01,40.1,46.8,59,7547,26,29.8,36.7,39.7,Yes,Medium
2025-04-02,26.9,98.3,81,8128,72,29.5,72.5,87.0,No,Low
2025-04-03,26.5,209.8,59,5622,93,27.0,71.2,81.2,No,Low
2025-04-04,30.4,38.7,82,6985,48,25.8,59.2,114.5,No,Low
2025-04-05,18.9,3.2,50,5495,69,17.8,33.2,93.8,Yes,Low
2025-04-06,29.6,34.4,35,5314,47,30.5,71.5,93.6,No,Low
2025-04-07,40.7,224.2,43,4037,47,12.6,68.4,102.5,No,Low
2025-04-08,41.5,14.8,46,5282,71,22.4,55.5,33.2,Yes,Medium
2025-04-09,43.3,90.2,95,4302,52,21.0,53.3,64.3,No,Low
2025-04-10,41.4,248.2,82,7245,96,14.3,74.8,75.6,No,Medium
2025-04-11,44.1,172.3,93,8488,89,22.7,67.7,106.5,No,Medium
2025-04-12,42.8,56.1,48,4098,46,11.3,41.1,34.1,Yes,Low
2025-04-13,44.6,221.2,72,8140,69,12.2,32.8,81.5,Yes,Medium
2025-04-14,31.6,6.7,74,5977,33,32.1,43.2,118.1,No,Medium
2025-04-15,43.4,44.5,72,2044,22,30.6,24.2,104.2,Yes,Medium
2025-04-16,30.0,41.4,38,4173,63,30.2,75.6,64.9,No,Low
2025-04-17,33.2,210.5,85,5429,83,9.8,22.9,74.9,Yes,Low
2025-04-18,36.1,13.8,87,3637,84,26.3,48.0,105.0,No,Medium
2025-04-19,32.0,185.5,31,1691,74,37.2,69.1,44.5,Yes,Low
2025-04-20,18.8,8.2,69,2342,78,28.9,27.2,105.1,Yes,Low
2025-04-21,24.6,190.0,64,3744,36,30.6,40.3,83.1,No,Low
2025-04-22,32.2,179.6,58,6950,66,24.9,71.4,74.9,No,Low
2025-04-23,24.8,85.4,82,4477,98,31.9,56.0,55.4,No,Low
2025-04-24,33.8,180.6,79,2762,73,12.6,35.2,62.6,No,Low
2025-04-25,21.1,223.1,48,8377,83,34.7,35.7,86.5,No,Medium
2025-04-26,21.0,107.2,40,5344,73,30.4,72.1,75.7,No,Low
2025-04-27,30.5,137.7,78,2514,99,27.8,65.0,78.1,No,Low
2025-04-28,27.2,23.0,81,5041,64,14.1,40.4,49.9,No,Low
2025-04-29,24.4,193.4,46,4937,91,33.7,20.0,51.9,Yes,Low
2025-04-30,33.0,187.0,32,7742,72,39.8,20.2,62.4,Yes,Medium
2025-05-01,37.4,140.3,67,8893,21,33.5,40.1,73.9,No,High
2025-05-02,18.5,78.6,71,2541,26,11.2,57.1,98.6,No,Low
2025-05-03,23.9,67.0,45,2722,49,11.3,71.9,34.2,Yes,Low
2025-05-04,25.8,98.0,33,7521,44,8.1,75.6,33.0,Yes,Low
2025-05-05,39.7,131.6,79,2522,29,33.0,23.2,53.1,Yes,Medium
2025-05-06,43.8,219.4,91,3423,92,20.0,75.1,56.8,No,Low
2025-05-07,21.3,74.9,50,4381,21,24.8,41.8,70.5,No,Low
2025-05-08,34.5,184.0,93,7754,63,19.8,59.9,111.2,No,Low
2025-05-09,24.1,152.3,63,2890,29,29.4,33.9,68.5,Yes,Low
2025-05-10,25.0,28.5,55,5411,77,34.3,36.0,105.0,No,Medium
2025-05-11,39.5,129.7,52,7634,50,15.1,39.7,44.2,Yes,Medium
2025-05-12,19.6,69.3,32,8811,95,12.2,56.2,109.4,No,Low
2025-05-13,23.8,52.3,80,4003,45,13.4,26.4,114.8,Yes,Low
2025-05-14,27.2,136.2,51,8092,23,30.6,25.4,36.8,Yes,Medium
2025-05-15,27.0,214.0,68,6771,60,34.3,42.4,53.1,No,Low
2025-05-16,44.7,120.5,70,8803,30,22.9,72.2,95.4,No,Medium
2025-05-17,44.8,0.4,73,6157,94,36.0,29.2,81.7,Yes,Medium
2025-05-18,43.6,174.0,59,3110,36,5.8,61.7,37.1,Yes,Low
2025-05-19,25.9,192.7,38,7926,30,34.0,69.2,114.3,No,Medium
2025-05-20,23.4,170.9,69,2524,90,38.5,24.6,39.2,Yes,Low
2025-05-21,32.4,227.9,89,4270,96,12.4,28.1,74.4,Yes,Low
2025-05-22,32.3,0.0,75,3915,99,15.3,59.5,44.1,Yes,Low
2025-05-23,18.2,244.7,67,6839,38,6.1,33.4,108.2,Yes,Low
2025-05-24,42.6,10.9,54,1707,64,13.0,47.2,45.0,No,Medium
2025-05-25,24.3,2.8,49,5823,66,11.3,77.4,100.7,No,Low
2025-05-26,24.3,60.5,37,8902,74,13.9,30.2,54.9,Yes,Low
2025-05-27,26.2,149.2,38,4651,38,28.5,28.3,98.2,Yes,Low
2025-05-28,27.1,108.0,65,4040,75,24.8,78.8,59.9,No,Low
2025-05-29,28.2,110.4,51,6116,52,26.2,26.1,34.1,Yes,Low
2025-05-30,23.5,17.7,33,7762,72,30.4,38.6,83.6,No,Medium
2025-05-31,22.8,39.5,79,4933,32,13.7,32.7,99.1,Yes,Low
2025-06-01,18.3,166.9,55,7697,59,17.4,62.9,77.2,No,Low
2025-06-02,22.5,88.7,56,2713,27,5.0,29.0,78.7,Yes,Low
2025-06-03,30.9,184.6,31,5372,53,12.1,22.2,59.5,Yes,Low
2025-06-04,29.6,5.9,93,1665,93,23.0,22.9,32.3,Yes,Low
2025-06-05,25.0,38.5,42,8104,58,33.0,76.8,47.6,No,Medium
2025-06-06,19.8,248.5,83,8646,43,26.5,43.5,46.3,No,Low
2025-06-07,38.2,196.0,81,6391,99,34.6,50.7,77.3,No,Medium
2025-06-08,37.9,75.4,61,4659,87,13.6,65.7,33.4,Yes,Low
2025-06-09,29.4,187.6,77,5258,88,33.3,26.9,44.3,Yes,Low
2025-06-10,39.3,80.3,30,4122,81,13.7,45.4,36.1,Yes,Low
2025-06-11,39.7,218.9,66,2873,51,38.6,39.7,80.1,No,Medium
2025-06-12,32.2,18.7,44,4403,70,25.5,30.9,88.1,Yes,Low
2025-06-13,42.7,132.9,39,2400,91,18.5,56.0,44.2,Yes,Low
2025-06-14,36.3,178.9,85,5203,65,37.2,35.2,100.2,No,Medium
2025-06-15,25.6,207.4,43,6802,91,13.8,34.8,92.2,Yes,Low
2025-06-16,18.9,142.4,76,2084,78,20.5,39.1,117.9,No,Low
2025-06-17,18.8,3.4,76,3938,90,36.6,43.0,58.4,No,Medium
2025-06-18,30.8,54.4,62,2757,24,34.0,30.9,62.3,Yes,Medium
2025-06-19,28.4,202.0,43,1879,58,18.8,26.0,55.4,Yes,Low
2025-06-20,20.2,156.9,71,3726,35,6.1,31.3,119.8,Yes,Low
2025-06-21,23.0,78.0,86,1674,80,16.3,57.6,87.2,No,Low
2025-06-22,30.1,61.5,88,3709,57,26.2,61.9,75.3,No,Low
2025-06-23,43.3,107.8,76,6579,80,17.2,39.6,50.0,No,Low
2025-06-24,32.4,79.9,86,4513,46,12.8,46.0,30.6,Yes,Low
2025-06-25,30.1,238.2,46,2183,24,17.5,72.8,63.3,No,Low
2025-06-26,18.5,68.8,37,2982,44,32.7,45.5,42.8,Yes,Low
2025-06-27,36.7,95.8,39,5912,95,19.3,32.7,73.3,Yes,Low
2025-06-28,33.2,190.9,60,6558,78,39.5,54.2,57.0,No,Low
2025-06-29,39.5,198.3,79,5626,94,26.8,71.0,35.6,Yes,Low
2025-06-30,44.1,198.6,38,8123,71,31.6,73.0,110.8,No,Medium
2025-07-01,33.2,162.6,47,8206,41,7.3,33.8,48.7,Yes,Low
2025-07-02,41.1,224.7,37,7698,71,23.5,29.9,35.7,Yes,Medium
2025-07-03,26.7,237.8,76,1970,46,27.4,52.7,50.1,No,Low
2025-07-04,44.7,4.8,51,6087,80,10.6,57.0,118.2,No,Medium
2025-07-05,44.1,247.7,50,5133,89,22.7,59.6,79.5,No,Low
2025-07-06,36.1,234.5,63,5218,37,8.6,53.1,52.6,No,Low
2025-07-07,43.0,14.7,71,2382,51,8.0,45.7,35.6,Yes,Medium
2025-07-08,21.2,22.2,79,2298,34,33.8,33.6,103.9,Yes,Medium
2025-07-09,32.3,25.9,53,2514,32,6.3,74.3,60.6,No,Medium
2025-07-10,44.1,141.2,70,5702,39,29.4,72.4,75.6,No,Low
2025-07-11,22.2,56.5,38,6997,58,27.7,25.9,53.4,Yes,Low
2025-07-12,26.2,101.5,66,5884,36,5.7,62.8,87.9,No,Low
2025-07-13,44.6,36.2,57,7960,42,30.0,75.4,85.7,No,Medium
2025-07-14,34.6,201.7,38,3173,95,15.4,54.6,86.3,No,Low
2025-07-15,39.1,232.1,51,4303,95,25.6,24.1,39.3,Yes,Low
2025-07-16,44.6,243.7,48,7003,58,17.5,35.3,87.3,No,Medium
2025-07-17,38.0,202.6,71,5987,64,5.8,40.5,116.0,No,Low
2025-07-18,22.6,151.0,92,6339,30,19.3,52.0,52.0,No,Low
2025-07-19,28.5,73.1,88,1943,50,39.4,76.8,68.7,No,Low
2025-07-20,18.1,170.7,62,3349,29,31.8,30.4,43.9,Yes,Medium
2025-07-21,19.2,90.1,60,4565,29,6.3,38.1,48.8,No,Low
2025-07-22,32.6,39.2,46,4029,75,33.8,23.4,46.2,Yes,Low
2025-07-23,26.2,46.9,39,6208,84,20.8,35.6,56.6,No,Low
2025-07-24,42.0,235.7,71,5715,90,11.9,34.4,71.1,Yes,Low
2025-07-25,29.9,243.4,69,3643,58,8.0,33.0,99.7,Yes,Low
2025-07-26,30.5,187.8,42,3843,86,30.3,23.0,87.1,Yes,Low
2025-07-27,38.2,167.2,47,6376,92,24.6,43.0,119.8,No,Low
2025-07-28,18.3,35.0,46,3413,76,7.9,41.2,72.5,No,Low
2025-07-29,32.0,21.3,88,7368,68,31.4,64.9,72.4,No,Medium
2025-07-30,42.4,111.7,32,3814,92,15.5,74.8,104.5,No,Low
2025-07-31,38.1,172.5,54,4121,37,17.1,69.6,49.1,No,Low
2025-08-01,33.2,70.2,65,8749,34,39.6,48.3,51.9,No,Medium
2025-08-02,35.3,81.9,79,4564,67,34.5,35.3,47.2,No,Low
2025-08-03,20.8,196.1,36,8803,96,11.2,55.1,116.4,No,Low
2025-08-04,19.2,248.6,77,5951,67,25.1,79.6,75.0,No,Low
2025-08-05,22.3,147.3,82,6044,24,31.7,50.4,44.3,Yes,Medium
2025-08-06,22.2,231.7,85,5142,26,6.7,42.0,77.1,No,Low
2025-08-07,28.9,214.0,92,2234,49,26.3,38.1,46.4,No,Low
2025-08-08,32.9,233.3,35,3863,24,16.7,49.7,73.5,No,Low
2025-08-09,37.5,123.5,82,2474,44,18.2,47.9,60.5,No,Low
2025-08-10,35.4,79.0,71,4051,60,24.0,35.0,103.9,No,Low
2025-08-11,44.5,228.4,86,6786,41,15.5,77.1,71.9,No,Low
2025-08-12,24.7,66.5,43,4299,64,38.1,72.4,117.6,No,Low
2025-08-13,26.2,55.6,52,3332,34,6.4,25.1,37.7,Yes,Low
2025-08-14,22.8,116.6,75,4406,48,36.4,67.6,87.7,No,Low
2025-08-15,37.1,45.6,66,6027,93,16.4,44.9,113.6,No,Low
2025-08-16,35.8,80.2,94,8141,74,21.2,41.5,49.7,No,Low
2025-08-17,29.3,2.6,57,1870,84,6.2,60.1,81.5,No,Low
2025-08-18,35.4,12.4,40,4942,87,9.3,59.0,35.3,Yes,Low
2025-08-19,23.4,1.1,74,5118,29,33.5,30.9,82.2,Yes,Medium
2025-08-20,18.9,233.7,51,3553,95,23.1,65.1,60.8,No,Low
2025-08-21,31.9,180.9,83,3792,94,19.3,23.1,96.7,Yes,Low
2025-08-22,42.9,94.9,86,5923,51,35.1,61.7,56.1,No,Medium
2025-08-23,31.9,60.5,32,3765,93,21.5,37.7,118.0,No,Low
2025-08-24,20.2,129.2,89,7135,74,18.5,78.7,106.0,No,Low
2025-08-25,20.4,36.5,82,7869,64,12.9,42.9,51.7,No,Low
2025-08-26,34.2,223.7,68,6920,45,36.1,23.3,101.7,Yes,Low
2025-08-27,36.1,170.1,56,1575,37,27.4,62.9,87.5,No,Low
2025-08-28,27.5,164.5,75,8883,31,17.8,31.0,37.4,Yes,Medium
2025-08-29,33.1,31.1,58,2739,32,5.4,59.7,43.9,Yes,Low
2025-08-30,37.7,243.7,55,4214,68,16.9,52.0,32.5,Yes,Low
2025-08-31,29.3,133.9,63,1829,80,30.4,73.5,113.1,No,Low
2025-09-01,39.8,183.4,56,5301,65,6.7,21.7,37.7,Yes,Low
2025-09-02,26.1,104.0,61,6198,53,19.8,54.9,49.2,No,Low
2025-09-03,32.0,75.5,67,7052,43,9.4,56.9,106.4,No,Low
2025-09-04,44.0,220.5,95,7269,48,29.9,22.9,74.6,Yes,Medium
2025-09-05,34.9,87.2,72,8821,69,24.7,70.5,90.6,No,Low
2025-09-06,41.8,132.5,45,6823,85,36.8,27.2,92.6,Yes,Medium
2025-09-07,23.0,229.1,52,8873,66,15.7,47.5,36.9,Yes,Low
2025-09-08,19.6,139.9,48,4553,60,18.1,31.9,76.0,Yes,Low
2025-09-09,40.0,103.9,90,5684,28,39.4,46.1,52.9,No,Medium
2025-09-10,19.6,17.4,34,6128,42,36.2,39.7,71.4,No,Medium
2025-09-11,39.7,185.9,70,8536,30,35.2,65.1,55.6,No,High
2025-09-12,35.3,184.7,85,7674,66,26.9,36.8,47.5,No,Low
2025-09-13,42.5,199.6,94,3471,44,12.6,35.2,85.5,No,Low
2025-09-14,20.2,162.6,82,7209,21,38.0,45.3,68.9,No,Medium
2025-09-15,24.0,91.7,75,6452,73,28.2,44.4,43.9,Yes,Low
2025-09-16,38.6,106.7,75,5794,54,26.9,33.0,112.0,Yes,Low
2025-09-17,36.9,219.4,75,8408,37,33.7,35.8,81.5,No,Medium
2025-09-18,32.4,219.0,45,8211,91,13.6,50.0,89.9,No,Low
2025-09-19,19.0,136.6,33,7990,59,35.4,79.7,108.4,No,Medium
2025-09-20,31.8,129.4,49,5364,51,34.8,36.2,69.4,No,Low
2025-09-21,39.9,168.6,75,5428,72,19.8,67.6,81.6,No,Low
2025-09-22,26.7,145.0,52,4651,25,12.8,51.8,86.0,No,Low
2025-09-23,32.7,228.8,53,3998,22,26.2,70.1,53.8,No,Low
2025-09-24,27.3,206.2,37,6064,62,9.9,54.6,92.4,No,Low
2025-09-25,31.4,144.5,86,6344,92,12.2,68.0,66.8,No,Low
2025-09-26,35.7,98.9,87,5785,75,14.3,79.4,61.8,No,Low
